"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"RS_IND_MN008","433","201901121900","1","3","-999"
"RS_IND_MN008","433","201901122000","1","3","-999"
"RS_IND_MN008","433","201901122100","1","3","-999"
"RS_IND_MN008","433","201901122200","1","3","-999"
"RS_IND_MN008","433","201901122300","1","3","-999"
"RS_IND_MN008","433","201901130000","1","3","-999"
"RS_IND_MN008","433","201901130100","1","3","-999"
"RS_IND_MN008","433","201901130200","1","3","-999"
"RS_IND_MN008","433","201901130300","1","3","-999"
"RS_IND_MN008","433","201901130400","1","3","-999"
"RS_IND_MN008","433","201901130500","1","3","-999"
"RS_IND_MN008","433","201901130600","1","3","-999"
"RS_IND_MN008","433","201901130700","1","3","-999"
"RS_IND_MN008","433","201901130800","1","3","-999"
"RS_IND_MN008","433","201901130900","1","3","-999"
"RS_IND_MN008","433","201901131000","1","3","-999"
"RS_IND_MN008","433","201901131100","1","3","-999"
"RS_IND_MN008","433","201901131200","1","3","-999"
"RS_IND_MN008","433","201901131300","1","3","-999"
"RS_IND_MN008","433","201901131400","1","3","-999"
"RS_IND_MN008","433","201901131500","1","3","-999"
"RS_IND_MN008","433","201901131600","1","3","-999"
"RS_IND_MN008","433","201901131700","1","3","-999"
"RS_IND_MN008","433","201901131800","1","3","-999"
"RS_IND_MN008","433","201901131900","1","3","-999"
"RS_IND_MN008","433","201901132000","1","3","-999"
"RS_IND_MN008","433","201901132100","1","3","-999"
"RS_IND_MN008","433","201901132200","1","3","-999"
"RS_IND_MN008","433","201901132300","1","3","-999"
"RS_IND_MN008","433","201901140000","0","3","-999"
"RS_IND_MN008","433","201901140100","1","3","-999"
"RS_IND_MN008","433","201901140200","1","3","-999"
"RS_IND_MN008","433","201901140300","1","3","-999"
"RS_IND_MN008","433","201901140400","0","3","-999"
"RS_IND_MN008","433","201901140500","0","3","-999"
"RS_IND_MN008","433","201901140600","1","3","-999"
"RS_IND_MN008","433","201901140700","1","3","-999"
"RS_IND_MN008","433","201901140800","1","3","-999"
"RS_IND_MN008","433","201901140900","0","3","-999"
"RS_IND_MN008","433","201901141000","0","3","-999"
"RS_IND_MN008","433","201901141100","0","3","-999"
"RS_IND_MN008","433","201901141200","0","3","-999"
"RS_IND_MN008","433","201901141300","0","3","-999"
"RS_IND_MN008","433","201901141400","0","3","-999"
"RS_IND_MN008","433","201901141500","0","3","-999"
"RS_IND_MN008","433","201901141600","0","3","-999"
"RS_IND_MN008","433","201901141700","0","3","-999"
"RS_IND_MN008","433","201901141800","0","3","-999"
"RS_IND_MN008","433","201901141900","0","3","-999"
"RS_IND_MN008","433","201901142000","0","3","-999"
"RS_IND_MN008","433","201901142100","0","3","-999"
"RS_IND_MN008","433","201901142200","0","3","-999"
"RS_IND_MN008","433","201901142300","0","3","-999"
"RS_IND_MN008","433","201901150000","0","3","-999"
"RS_IND_MN008","433","201901150100","0","3","-999"
"RS_IND_MN008","433","201901150200","0","3","-999"
"RS_IND_MN008","433","201901150300","0","3","-999"
"RS_IND_MN008","433","201901150400","0","3","-999"
"RS_IND_MN008","433","201901150500","1","3","-999"
"RS_IND_MN008","433","201901150600","1","3","-999"
"RS_IND_MN008","433","201901150700","0","3","-999"
"RS_IND_MN008","433","201901150800","1","3","-999"
"RS_IND_MN008","433","201901150900","1","3","-999"
"RS_IND_MN008","433","201901151000","1","3","-999"
"RS_IND_MN008","433","201901151100","1","3","-999"
"RS_IND_MN008","433","201901151200","1","3","-999"
"RS_IND_MN008","433","201901151300","1","3","-999"
"RS_IND_MN008","433","201901151400","1","3","-999"
"RS_IND_MN008","433","201901151500","1","3","-999"
"RS_IND_MN008","433","201901151600","1","3","-999"
"RS_IND_MN008","433","201901151700","0","3","-999"
"RS_IND_MN008","433","201901151800","1","3","-999"
"RS_IND_MN008","433","201901151900","1","3","-999"
"RS_IND_MN008","433","201901152000","1","3","-999"
"RS_IND_MN008","433","201901152100","1","3","-999"
"RS_IND_MN008","433","201901152200","1","3","-999"
"RS_IND_MN008","433","201901152300","1","3","-999"
"RS_IND_MN008","433","201901160000","1","3","-999"
"RS_IND_MN008","433","201901160100","1","3","-999"
"RS_IND_MN008","433","201901160200","1","3","-999"
"RS_IND_MN008","433","201901160300","1","3","-999"
"RS_IND_MN008","433","201901160400","1","3","-999"
"RS_IND_MN008","433","201901160500","1","3","-999"
"RS_IND_MN008","433","201901160600","1","3","-999"
"RS_IND_MN008","433","201901160700","1","3","-999"
"RS_IND_MN008","433","201901160800","1","3","-999"
"RS_IND_MN008","433","201901160900","0","3","-999"
"RS_IND_MN008","433","201901161000","1","3","-999"
"RS_IND_MN008","433","201901161100","1","3","-999"
"RS_IND_MN008","433","201901161200","0","3","-999"
"RS_IND_MN008","433","201901161300","1","3","-999"
"RS_IND_MN008","433","201901161400","0","3","-999"
"RS_IND_MN008","433","201901161500","0","3","-999"
"RS_IND_MN008","433","201901161600","0","3","-999"
